920	-4.55	0
920.0298	-4.55	-0.254793
920.26302	-4.55	-0.823305
920.75106	-4.55	-1.495305
921.55486	-4.55	-2.264199
922.92224	-4.55	-3.194394
925.1765	-4.55	-4.233201
928.45926	-4.55	-5.260899
932.41142	-4.55	-6.157746
936.63834	-4.55	-6.906564
940.97352	-4.55	-7.524216
945.36018	-4.55	-8.025675
949.7927	-4.55	-8.428623
954.2565	-4.55	-8.75028
958.74414	-4.55	-9.001167
963.24938	-4.55	-9.192456
967.76508	-4.55	-9.32904
972.29566	-4.55	-9.418689
976.8275	-4.55	-9.465351
981.36618	-4.55	-9.470139
985.9151	-4.55	-9.439374
990.46748	-4.55	-9.37671
995.02308	-4.55	-9.284562
999.58234	-4.55	-9.165177
1004.14488	-4.55	-9.020823
1008.7099	-4.55	-8.853789
1013.27644	-4.55	-8.665902
1017.84392	-4.55	-8.458317
1022.41224	-4.55	-8.232126
1026.98166	-4.55	-7.988442
1031.55226	-4.55	-7.728462
1036.12364	-4.55	-7.453299
1040.69522	-4.55	-7.163793
1045.2668	-4.55	-6.860532
1049.83862	-4.55	-6.544062
1054.41096	-4.55	-6.215055
1058.98356	-4.55	-5.874204
1063.5556	-4.55	-5.522097
1068.12648	-4.55	-5.158692
1072.69634	-4.55	-4.7838
1077.26576	-4.55	-4.397547
1081.8349	-4.55	-4.000206
1086.4032	-4.55	-3.591882
1090.96908	-4.55	-3.17205
1095.53	-4.55	-2.73966
1100.08398	-4.55	-2.291919
1104.63054	-4.55	-1.825782
1109.16458	-4.55	-1.338561
1113.63896	-4.55	-0.823956
1117.8278	-4.55	-0.297171
1120	-4.55	0
